1	702876	702977	[['Amrozi'], ['accused', 'called', 'distorting'], ['brother', 'witness', 'evidence']]	[['Amrozi'], ['accused', 'distorting'], ['brother', 'evidence']]
1	2338968	2339109	[['defender', 'California'], ['said'], ['Friday']]	[['defender', 'California'], ['said'], ['Friday']]
1	2635882	2636067	[[], ['said'], []]	[]
0	1455299	1455540	[['Defense', 'lawyers'], ['had', 'said', 'was', 'needed', 'had', 'tainted'], ['change', 'venue', 'publicity', 'jury', 'pool', 'client']]	[]
1	3313491	3313751	[[], ['looks', 'isolated'], ['event']]	[['World', 'Health', 'Organization', 'spokeswoman', 'Maria', 'Cheng'], ['said'], []]
1	2889534	2889485	[['GAO'], ['found', 'have', 'increased'], ['cable', 'rates', 'percent', 'years', 'percent', 'inflation', 'period']]	[['GAO'], ['found', 'have', 'increased'], ['cable', 'rates', 'percent', 'years', 'percent', 'inflation', 'period']]
1	2266154	2266086	[['stock'], ['has', 'risen'], ['cents', 'days']]	[['stock'], ['had', 'risen'], ['cents', 'trading', 'sessions']]
0	1534981	1534961	[['Dowdell'], ['was', 'transported'], ['Boston', 'Medical', 'Center', 'injuries']]	[[], ['were', 'taken'], ['Boston', 'Medical', 'Center']]
1	3453247	3452798	[['GBI', 'spokesman', 'John', 'Bankhead'], ['said', 'showed', 'was'], ['murder', 'scenes', 'killer']]	[['Georgia', 'Bureau', 'Investigation', 'spokesman', 'John', 'Bankhead'], ['said', 'indicated', 'was'], ['crime', 'scenes', 'killer']]
1	2045019	2045249	[['Sen.', 'Charles', 'Schumer', 'D-N.Y.'], ['sent', 'demanding'], ['letter', 'President', 'Bush', 'Wednesday', 'action', 'legislation']]	[['Sen.', 'Charles', 'Schumer', 'D-N.Y.', 'supporter', 'Boxer', 'bill'], ['sent', 'demanding'], ['letter', 'President', 'Bush', 'Wednesday', 'action', 'legislation']]
1	2126941	2126894	[['Rev.', 'Christopher', 'J.', 'Coyne', 'spokesman', 'archdiocese'], ['comment'], ['Friday']]	[['Rev.', 'Christopher', 'Coyne', 'spokesman', 'archdiocese'], ['did', 'return', 'seeking'], ['calls', 'comment']]
0	2690379	2690520	[[], ['was', 'sentenced'], ['June', 'years', 'prison', 'securities', 'fraud', 'perjury', 'crimes']]	[[], ['was', 'sentenced', 'pleading', 'including'], ['years', 'prison', 'charges', 'securities', 'fraud']]
1	2950570	2950537	[]	[]
0	1656916	1656909	[['woman'], ['felt', 'threatened', 'reported', 'was', 'arrested'], ['incident', 'police', 'Stackhouse']]	[['police'], ['said'], []]
0	2151922	2151544	[['Maurice', 'Greene'], ['advanced'], ['semifinals', 'dash', 'World', 'Track', 'Field', 'Championships']]	[['Rogge'], ['was'], ['witness', 'Drummond', 'tantrums', 'Sunday', 'World', 'Track', 'Field', 'Championships']]
0	2082955	2082880	[['Claudette', 'hurricane', 'Atlantic', 'storm', 'season'], ['hit'], ['coast', 'July', 'wind']]	[['Claudette', 'hurricane', 'Atlantic', 'storm', 'season'], ['hit', 'classified'], ['coast', 'July', 'Category', 'hurricane', 'winds', 'mph']]
1	2429805	2429675	[['officials'], ['said'], ['Wednesday']]	[['brothers', 'people', 'terrorists'], ['pleaded', 'conspiring', 'help'], ['yesterday', 'charges', 'Al', 'Qaeda', 'Taliban', 'war', 'Afghanistan']]
1	1263107	1263625	[['Media', 'Vivendi', 'Universal', 'EAUG.PA', 'V.N'], ['set', 'work', 'sifting'], ['bids', 'U.S.', 'entertainment', 'empire', 'Monday', 'auction', 'Hollywood', 'assets']]	[['Media', 'moguls'], ['jostled', 'neared'], ['position', 'deadline', 'bids', 'Vivendi', 'Universal', 'U.S.', 'entertainment', 'empire', 'Monday', 'auction', 'Hollywood', 'assets']]
1	1196763	1196698	[['GE', 'parent', 'NBC'], ['is', 'seen', 'compared'], ['bidder', 'likes', 'Bronfman', 'Davis']]	[['General', 'Electric'], ['is', 'seen', 'compared'], ['bidder', 'Bronfman', 'Davis']]
0	1277805	1277554	[[], ['was', 'revived', 'was'], ['Virginia', 'Medical', 'Center', 'Arlington']]	[[], ['was', 'declared'], ['arrival', 'Virginia', 'Hospital', 'Center', 'Arlington', 'a.m.']]
1	202294	202143	[['proceedings'], ['were', 'taken', 'outlining', 'reading', 'outlining'], ['prosecutors', 'case', 'Amrozi', 'pages', 'documents', 'allegations']]	[['Proceedings'], ['were', 'taken', 'outlining', 'reading'], ['prosecutors', 'case', 'Amrozi', 'accusation', 'letter', 'court']]
1	2865933	2865910	[[], ['urged', 'provide', 'happen'], ['US', 'rules', 'trials']]	[['Government', 'sources'], ['said', 'urged', 'provide', 'governing'], ['Mr', 'Howard', 'US', 'rules', 'trials']]
1	2635067	2635269	[['Scruggs'], ['was', 'cleared', 'failing', 'provide'], ['charge', 'son', 'care']]	[['jury'], ['cleared', 'accused', 'failing', 'provide'], ['Scruggs', 'charge', 'son', 'care']]
1	164331	164305	[['rebels'], ['suspended', 'citing'], ['peace', 'talks', 'government', 'April', 'lack', 'progress']]	[['Liberation', 'Tigers', 'Tamil', 'Eelam'], ['suspended', 'citing'], ['peace', 'talks', 'April', 'lack', 'progress']]
1	3015455	3015474	[['Nancy', 'Reagan'], ['said'], ['statement', 'Fox', 'News', 'Channel', 'week']]	[['Nancy', 'Reagan'], ['issued', 'saying', 'is', 'staggering'], ['statement', 'week', 'Fox', 'News', 'Channel', 'timing', 'miniseries']]
1	1137117	1137134	[['East', 'Africa'], ['has', 'been'], ['area', 'threats', 'attacks', 'past']]	[['East', 'Africa'], ['has', 'been'], ['area', 'threats', 'attacks', 'past']]
1	2854483	2854528	[['People', 'disorder'], ['absorb', 'lead'], ['amounts', 'iron', 'organ', 'damage']]	[['Haemochromatosis'], ['is', 'absorb', 'lead'], ['disorder', 'people', 'amounts', 'iron', 'organ', 'damage']]
1	486096	486255	[['Beatles', 'popularity'], ['knew', 'outreached'], ['bounds', 'rock', 'music']]	[['popularity'], ['knew', 'outreached'], ['bounds', 'rock', 'groups']]
1	1619275	1619419	[['book'], ['intends', 'convey'], ['hers']]	[['remembrances', 'book'], ['intends', 'convey'], ['hers']]
0	18720	18757	[['Shares', 'LendingTree'], ['rose', 'hitting'], ['percent']]	[['LendingTree', 'shares'], ['rose', 'doubling'], ['percent', 'months']]
1	2529776	2529858	[[], ['said', 'had', 'been', 'waiting', 'had', 'planned', 'comply', 'received'], ['district', 'subpoenas']]	[['Mr.', 'Caramore'], ['said', 'waited', 'planned', 'cooperate'], ['district', 'subpoenas', 'investigation']]
1	3185752	3185722	[['researchers'], ['tested', 'were', 'exposed'], ['hearing', 'men', 'years', 'noise', 'jobs']]	[['Barrenas', 'team'], ['tested', 'were', 'exposed'], ['hearing', 'men', 'noise', 'jobs']]
0	3214298	3214269	[['Malikah', 'Alkebulan', 'Deirdre', 'Small'], ['filed', 'objected'], ['lawsuit', 'Brooklyn', 'damages', 'MTA', 'headdresses']]	[['Hart'], ['said'], []]
1	2511546	2511573	[['Levi', 'Strauss', 'Chief', 'Executive', 'Officer', 'Phil', 'Marineau'], ['said'], ['statement']]	[[], ["'re", 'operate', 'manufacturing'], ['industry', 'apparel', 'brands', 'facilities', 'North', 'America']]
1	1123031	1122968	[['report'], ['said', 'be', 'living'], ['women', 'condition']]	[['report'], ['estimated', 'are', 'suffering'], ['girls', 'women', 'condition']]
1	1944746	1944634	[['HRT', 'sales', 'Wyeth', 'US'], ['were', 'according'], ['bn', 'Data', 'monitor', 'market', 'research', 'company']]	[['HRT', 'sales'], ['were', 'according'], ['bn', 'bn', 'Datamonitor', 'market', 'research', 'company']]
0	1076861	1077018	[['Glover'], ['spoke', 'included'], ['news', 'conference', 'relatives', 'victims']]	[['family', 'members', 'victims'], ['were', 'invited'], ['news', 'conference']]
1	121273	121431	[['Doss'], ['said'], []]	[['Petty', 'Officer', 'Ryan', 'Doss'], ['said'], []]
0	2453201	2452916	[['Dunlap'], ['won'], ['swimsuit', 'competition', 'talent', 'portion', 'competition', 'singing']]	[[], ['won', 'won'], ['talent', 'portion', 'singing', 'evening', 'wear']]
1	2995266	2994938	[[], ['do', 'want', 'be'], ['candidate', 'guys', 'flags', 'pickup', 'trucks']]	[[], ['told'], ['Register']]
1	3423206	3423272	[['Market', 'research', 'firm', 'Dell', 'Oro', 'Group'], ['estimates', 'total'], ['market']]	[['Market', 'research', 'firm', 'Dell', 'Oro', 'Group'], ['estimates', 'total'], ['Gigabit', 'Ethernet', 'switch', 'market']]
1	152254	151884	[['Robbins'], ['said', 'wants', 'take', 'charges', 'make', 'buy'], ['network', 'ESPN', 'Cox', 'customer', 'choices', 'consumers']]	[['Robbins'], ['said', 'wants', 'take', 'charge', 'make'], ['networks', 'ESPN', 'Cox', 'customer', 'choices']]
1	371171	370953	[]	[['Ryan'], ['said'], []]
0	222561	222647	[['Shares', 'Berkeley', 'Xoma'], ['dropped'], ['cents', 'percent', 'Instinet', 'trading']]	[['Shares', 'Xoma'], ['lost', 'close'], ['cents', 'percent', 'trading', 'Nasdaq', 'Stock', 'Market']]
1	1702240	1702219	[[], [], ['names', 'Shelley', 'Los', 'Angeles', 'County', 'Registrar', 'Voters', 'Conny', 'McCormack', 'registrars', 'Orange', 'San', 'Diego', 'counties', 'defendants']]	None
1	1715420	1715441	[[], ['reiterated', 'consider', 'sending', 'requested'], ['Schroder', 'statement', 'week', 'Berlin', 'peacekeepers', 'Iraq', 'government', 'United', 'Nations', 'U.N.', 'mandate']]	[['Chancellor', 'Gerhard', 'Schroeder'], ['said', 'consider', 'sending', 'requested'], ['week', 'Berlin', 'peacekeepers', 'government', 'United', 'Nations']]
1	1269300	1269572	[[], ['were', 'remanded', 'appear'], ['custody', 'magistrate', 'court', 'July']]	[['men'], ['were', 'remanded', 'are', 'appear'], ['custody', 'court', 'July']]
1	1355730	1355910	[['Nike'], ['was', 'sued', 'designed', 'protect'], ['state', 'court', 'California', 'activist', 'Marc', 'Kasky', 'statute', 'consumers', 'advertising']]	[['California', 'activist', 'Marc', 'Kasky'], ['sued', 'designed', 'protect'], ['Nike', 'statute', 'consumers', 'advertising']]
1	2117321	2117259	[['bacteria'], ['came'], ['June', 'June']]	[['readings'], ['came'], ['June', 'June', 'sampling', 'sites', 'Huntington', 'Beach']]
1	3187659	3187625	[["O'Keefe"], ['said'], ['Friday', 'discussion', 'reporters', 'NASA', 'headquarters']]	[["O'Keefe"], ['said'], ['breakfast', 'reporters']]
1	2969732	2969833	[['court', 'session'], ['be', 'announces'], ['tribunal', 'verdict']]	[['court', 'tribunal'], ['was', 'expected', 'give'], ['verdict', 'February']]
1	2662654	2662740	[['Microsoft'], ['has', 'won', 'notifies', 'are', 'communicating', 'is'], ['patent', 'messaging', 'feature', 'users', 'person', 'typing', 'message']]	[['Microsoft'], ['has', 'been', 'awarded', 'alerts', 'are', 'communicating', 'is', 'inputting'], ['patent', 'feature', 'messaging', 'user', 'person', 'message']]
0	920072	920500	[['Freddie', 'Mac', 'shares'], ['fell'], ['New', 'York', 'Stock', 'Exchange', 'acknowledgment', 'investigation']]	[['Freddie', 'Mac', 'shares'], ['fell', 'close'], ['Wednesday', 'New', 'York', 'Stock', 'Exchange']]
1	349049	349540	[['X2'], ['took'], ['take']]	[['X2'], ['earned', 'raise'], ['total']]
1	2514532	2514516	[['men', 'June'], ['have', 'pleaded'], []]	[['defendants'], ['have', 'pleaded'], ['weapons', 'charges', 'counts']]
1	228848	228809	[['comedy', 'Friends'], ['is', 'going'], ['season']]	[['comedy', 'Friends'], ['sign'], ['finale', 'May']]
0	572517	572552	[[], ['was', 'arrested'], ['Tuesday', 'night', 'Atlanta', 'tire', 'shop', 'manhunt']]	[[], ['was', 'arrested', 'acting'], ['Atlanta', 'Georgia', 'Monday', 'night', 'police', 'tip-off']]
1	2886301	2886361	[['NASA', 'satellite', 'images'], ['show', 'has', 'been', 'shrinking'], ['Arctic', 'ice', 'rate', 'percent', 'decade']]	[['Researchers'], ['found', 'is', 'disappearing'], ['sea', 'ice', 'Arctic', 'rate', 'percent', 'decade']]
1	2134174	2133850	[['Lockheed', 'SIRTF'], ['is'], ['NASA', 'Observatories']]	[['SIRTF'], ['is'], ['NASA', 'Observatories']]
1	1464992	1465145	[[], ["'re", 'making', 'think', "'s", 'do'], ['commitments', 'thing']]	[['company', 'spokesman', 'Michael', 'Mudd'], ['said'], ['yesterday']]
1	1033210	1033371	[['Sgt.', 'Randy', 'Force', 'police', 'spokesman'], ['said', 'was', 'being', 'charged', 'causing', 'was', 'jaywalking'], ["O'Brien", 'crash', 'Reed']]	[['Sergeant', 'Randy', 'Force', 'police', 'spokesman'], ['said', 'was', 'being', 'charged', 'causing', 'had', 'been', 'jaywalking'], ["O'Brien", 'crash', 'victim']]
0	1487245	1487166	[[], ['loved', 'played'], ['music']]	[]
1	1997704	1997857	[['book', 'release', 'month'], ['is', 'described'], ['Franken', 'criticism', 'leaders', 'media', 'spokesmen']]	[['book', 'publication', 'month'], ['has', 'been', 'described'], ['Franken', 'criticism', 'wing', 'leaders', 'media', 'spokespeople']]
1	1758028	1758256	[['Federal', 'investigators'], ['are', 'looking'], ['connections', 'theft', 'pounds', 'chemical', 'construction', 'companies', 'Colorado', 'California', 'week']]	[['Federal', 'agents'], ['said', 'are', 'investigating'], ['Friday', 'thefts', 'pounds', 'chemical', 'construction', 'companies', 'Colorado', 'California', 'week']]
1	2566398	2566564	[['affidavit'], ['said', 'stopped', 'was', 'attempting', 'travel'], ['customs', 'officials', 'al-Amoudi', 'Heathrow', 'Airport', 'month', 'Damascus', 'Syria']]	[['affidavit'], ['says', 'was', 'detained', 'attempting', 'travel'], ['al-Amoudi', 'Aug.', 'London', 'Damascus', 'Syria']]
1	3409469	3409439	[['New'], ['farmers', 'numbers', 'dogs', 'protection', 'farmers', 'packs', 'hunt'], ['depleted'], ['wildlife']]	[['Farmers'], ['say', 'have', 'increased', 'keep', 'are', 'used', 'depleted'], ['numbers', 'dogs', 'protection', 'packs', 'hunt', 'wildlife']]
1	3364087	3364117	[['Albertson', 'Kroger', 'Ralphs', 'stores'], ['locked'], ['workers', 'response']]	[['Kroger', 'Ralphs', 'chain', 'Albertsons'], ['locked'], ['grocery', 'workers', 'show', 'solidarity']]
1	1715922	1715771	[['decision'], ['means', 'invite'], ['Qarase', 'Labor', 'Party', 'members', 'cabinet']]	[['Mr', 'Qarase'], ['invite'], ['Labour', 'Party', 'members', 'cabinet']]
1	992373	992505	[['Landing', 'aircraft', 'carrier'], ['does', 'make'], ['loss', 'jobs', 'America']]	[['Kerry'], ['said'], []]
1	20674	20598	[['Kevin', 'Rollins', 'Dell', 'president'], ['received'], ['salary', 'bonus']]	[['Dell'], ['made'], ['salary', 'bonus', 'pay', 'year']]
1	2961847	2961942	[['Mr.', 'Delainey'], ['has', 'agreed', 'cooperate', 'continuing'], ['investigation']]	[['Dave', 'Delainey'], ['agreed', 'cooperate'], ['prosecutors', 'exchange', 'plea']]
1	1273812	1273622	[['United', 'States'], ['accuses'], ['Saddam', 'loyalists', 'attacks', 'oilfields', 'pipelines', 'Iraq', 'recovery']]	[['Loyalists'], ['are', 'believed', 'be', 'are'], ['attacks', 'oil', 'pipelines', 'fields', 'Iraq', 'recovery']]
1	3243255	3243288	[['Mall', 'operators', 'retailers'], ['reported', 'camping', 'were', 'crowded'], ['people', 'specials', 'Saturday', 'morning', 'parking', 'lots', 'afternoon']]	[['Mall', 'operators', 'retailers'], ['reported', 'camping', 'were', 'beginning', 'fill'], ['shoppers', 'specials', 'Saturday', 'morning', 'parking', 'lots', 'East', 'Coast', 'shopping', 'centers']]
1	1749177	1749195	[['Josephine', 'Burke', 'daycare'], ['served'], ['months', 'prison', 'misdemeanor', 'assault', 'child', 'neglect', 'charges']]	[['Josephine', 'Burke', 'day', 'care'], ['served'], ['months', 'prison', 'misdemeanor', 'assault', 'child-neglect', 'charges']]
0	2996144	2996097	[]	[[], ['wanted', 'see', 'was', 'coming'], ['kind', 'smoke']]
0	3042512	3042476	[['Judge', 'Philpot'], ['told', 'is'], ['Dica', 'evidence', 'remorse']]	[]
0	462816	462552	[['Taiwan'], ['reported'], ['cases', 'deaths']]	[['Taiwan'], ['reported'], ['cases', 'increase']]
1	2550399	2550236	[['Hedge', 'came', 'renewed', 'unveiled'], ['funds', 'scrutiny', 'New', 'York', 'Attorney', 'General', 'Eliot', 'Spitzer', 'probe', 'trading', 'fund', 'shares']]	[['industry'], ['came', 'renewed'], ['scrutiny', 'launch', 'New', 'York', 'Attorney', 'General', 'Eliot', 'Spitzer', 'investigation', 'trading', 'fund', 'shares']]
1	1707031	1707102	[['revenue'], ['fell'], ['percent', 'year']]	[['revenues'], ['were'], ['percent']]
0	1792412	1792293	[['chanted', 'sang'], ['Celia', 'Celia', 'snippets', 'songs']]	[[], ['wound'], ['police', 'barricades', 'home']]
0	2643487	2643530	[['cent', 'six-year-olds', 'cent', '15-year-olds'], ['were'], []]	[['15-year-olds', 'six-year-olds'], ['are'], []]
0	1056720	1056700	[['spammers'], ['engaged'], ['practices']]	[['Spam'], ['knows'], ['borders']]
1	2323107	2323116	[['Evans'], ['has', 'been'], ['vice', 'chair', 'U.S.', 'Chief', 'Information', 'Officers', 'Council']]	[['Evans'], ['is'], ['vice-chairman', 'Federal', 'Chief', 'Information', 'Officers', 'Council']]
0	2631000	2630970	[['Companies', 'definition'], ['are'], ['regulation']]	[['Phone', 'companies', 'DSL', 'regulation'], ['had'], ['reaction']]
1	1455072	1454998	[['countries'], ['are', 'considered', 'bring'], ['administration', 'efforts', 'stability', 'Hemisphere']]	[['countries', 'Colombia', 'Ecuador'], ['are', 'considered', 'bring'], ['administration', 'efforts', 'stability', 'hemisphere']]
1	724286	724433	[['loss'], ['stemmed', 'writedown'], ['pound', 'assets', 'top', 'charge']]	[['bottom', 'line', 'loss'], ['stemmed'], ['asset', 'writedown', 'top', 'charge']]
0	809904	810197	[['police', 'chief'], ['said'], []]	[['San', 'Jose', 'Police', 'Chief', 'William', 'Lansdowne'], ['said'], ['Monday']]
1	901129	901115	[['BOCHK', 'executive', 'Liu', 'Jinbao'], ['was', 'transferred'], ['Beijing', 'month']]	[[], ['was', 'was', 'recalled'], ['executive', 'BOCHK', 'Beijing', 'month']]
1	57272	57252	[['SFC', 'official'], ['said'], []]	[['SFC', 'official'], ['said'], []]
1	2529315	2529412	[['Watson', 'Whitakers', 'N.C.'], ['was', 'found', 'making', 'detonate'], ['threat', 'explosives', 'destruction', 'property']]	[['Dwight', 'Watson'], ['was', 'convicted', 'making', 'detonate', 'destroying'], ['threat', 'explosives', 'property']]
1	2792426	2792528	[['gloves'], ['are'], []]	[['gloves'], ['are'], []]
1	2095803	2095786	[['Drax'], ['faced', 'lost', 'held'], ['crisis', 'year', 'sales', 'contract', 'utility', 'TXU', 'Europe']]	[['Drax', 'troubles'], ['began', 'lost'], ['year', 'sales', 'contract', 'utility', 'TXU', 'Europe']]
1	3295420	3295389	[[], ["'s", 'negotiating', 'appears', 'have', 'caved', 'accepted'], ['items', 'Canada', 'U.S.', 'demands', 'terms']]	[['is', 'negotiating', 'appears', 'have', 'caved', 'accepted'], ['items', 'Canada', 'U.S.', 'demands', 'terms']]
1	2515695	2515725	[['criticism', 'PLO', 'chairman', 'Yasser', 'Arafat'], ['led', 'being', 'banned'], ['books', 'time', 'Authority']]	[['criticism', 'PLO', 'chairman', 'Yasser', 'Arafat'], ['saw'], ['Authority', 'ban', 'books', 'time']]
0	1467048	1466992	[['platform'], ['supported'], ['inclusion', 'families', 'life', 'nation']]	[['Democrat', 'platform'], ['did', 'support', 'backed'], ['marriages', 'inclusion', 'families', 'life', 'nation']]
1	2515275	2515371	[[], ['believe', 'are', 'prepared', 'roll'], ['machines']]	[[], ['believe', 'are', 'prepared', 'roll', 'revised'], ['Diebold', 'machines']]
0	2646742	2646642	[[], ['has', 'determine', 'stand'], ['hearing', 'Thursday', 'trial']]	[['question'], ['is', 'be', 'determine', 'stand'], ['hearing', 'Bryant', 'trial']]
1	2848296	2848358	[[], ['were'], ['couple']]	[[], ['said', 'were'], ['couple']]
1	2112330	2112376	[[], ['be', 'talking'], ['standards', 'standards']]	[[], ['be', 'talking'], ['numbers']]
1	1868925	1869072	[['WorldCom', 'accounting', 'scandal'], ['is', 'adopting', 'clean'], ['name', 'MCI', 'long-distance', 'division', 'bid', 'image']]	[['WorldCom', 'accounting', 'scandal'], ['is', 'adopting', 'clean'], ['name', 'MCI', 'long-distance', 'division', 'bid', 'image']]
1	2422440	2422460	[['Galileo'], ['have', 'travelled', 'hits'], ['kilometres', 'time', 'Jupiter']]	[['Galileo'], ['have', 'traveled', 'hits'], ['miles', 'time', 'Jupiter']]
0	125211	125001	[['states', 'government'], ['passed'], ['bans']]	[['states', 'government'], ['passed'], ['bans']]
0	1122252	1122290	[['papers'], ['are', 'being', 'published'], ['today', 'New', 'England', 'Journal', 'Medicine']]	[['study'], ['appears'], ['today', 'New', 'England', 'Journal', 'Medicine']]
1	2706273	2706157	[]	[]
1	2095729	2095799	[['US', 'investment', 'bank'], ['said', 'believe', 'remain'], ['prospects', 'energy', 'sector', 'UK']]	[['Goldman'], ['said'], []]
1	381280	381254	[['June', 'Bare', 'Metal'], ['Restore'], ['costs', 'Windows', 'client', 'Unix', 'client', 'customers']]	[['Metal'], ['be', 'said', 'cost'], ['mid-June', 'Veritas', 'Windows', 'client', 'Unix', 'client']]
0	2053014	2053108	[['Estrada', 'Honasan'], ['have', 'denied', 'failed'], ['involvement', 'rebellion']]	[['Mr', 'Estrada'], ['has', 'denied'], ['involvement', 'plot']]
1	3389318	3389271	[[], ['was', 'known', 'were', 'carry'], ['people', 'flight', 'UTA', 'passengers', 'crew']]	[[], ['was', 'known', 'were', 'carry'], ['people', 'plane', 'passengers', 'crew']]
1	543300	543242	[['country'], ['is', 'scrambling', 'prevent', 'spreading', 'live'], ['countryside', 'people']]	[['China'], ['is', 'scrambling', 'stop', 'spreading', 'live'], ['disease', 'countryside', 'people']]
1	2240263	2240744	[['labor', 'leaders'], ['said', 'was', 'join', 'fought', 'organizing'], ['Americans', 'union', 'employers', 'efforts']]	[['labor', 'leaders'], ['say', 'is', 'join', 'fight', 'organizing'], ['people', 'union', 'employers', 'efforts']]
0	3294412	3294375	[[], ['said'], []]	[['Mr', 'Howard'], ['was', 'saying', 'be', 'changing'], ['Australia', 'view', 'Zimbabwe', 'views', 'countries']]
1	212885	212588	[['results'], ['have'], ['margin', 'error', 'percentage', 'points']]	[['sample'], ['has'], ['error', 'margin', 'percent']]
0	1851865	1851822	[]	[]
1	1477526	1477562	[[], ['disagree'], ['judge', 'decision', 'notice', 'Engine', 'Company']]	[]
1	698948	698933	[['market'], ['remains', 'pinned', 'drove'], ['range', 'rally', 'Standard', 'Poor', 'index', 'SPX', 'percent', 'mid-March']]	[['market'], ['remains', 'pinned', 'pushed'], ['range', 'rally', 'S&P', 'index', 'percent', 'mid-March']]
1	2063290	2063193	[['Samuel', 'Waksal', 'ImClone', 'CEO'], ['began', 'serving'], ['prison', 'sentence', 'years', 'securities', 'fraud']]	[['Waksal', 'securities', 'fraud', 'charges'], ['began', 'serving'], ['prison', 'sentence', 'years']]
1	185327	185283	[['Scotland', 'Yard'], ['said', 'were', 'charged', 'disclose'], ['Anti-Terrorism', 'Crime', 'Security', 'Act', 'failure', 'information', 'acts', 'terrorism']]	[['Scotland', 'Yard'], ['said', 'had', 'charged', 'failing', 'disclose'], ['statement', 'man', 'women', 'information', 'acts', 'terrorism']]
1	539585	539355	[['Witnesses'], ['said', 'believed', 'planned', 'crash', 'was', 'carrying'], ['man', 'Qantas', 'flight', 'passengers', 'crew']]	[['Witnesses'], ['believe', 'wanted', 'crash', 'had'], ['Flight', 'passengers', 'crew']]
1	1380723	1380525	[['Mr.', 'Kilgore', 'Republican'], ['accused', 'undermining', 'pass', 'reflects'], ['court', 'Virginia', 'right', 'legislation', 'views', 'values', 'citizens']]	[['Virginia', 'attorney-general', 'Jerry', 'Kilgore'], ['accused', 'undermining', 'pass', 'reflects'], ['Supreme', 'Court', 'Virginia', 'right', 'legislation', 'views', 'values', 'citizens']]
1	2827562	2827543	[['deal'], ['combine'], ['Adobe', 'Form', 'Server', 'Form', 'Designer', 'Reader', 'products', 'IBM', 'DB2', 'Content', 'Manager', 'DB2', 'CommonStore', 'products']]	[]
1	156755	156708	[['research'], ['is', 'set', 'change', 'check'], ['public', 'doctors', 'melanomas']]	[['research', 'Melbourne', 'Alfred', 'Hospital'], ['change', 'check'], ['public', 'doctors', 'melanomas']]
1	349160	349058	[['Spider-Man'], ['snatched', 'went', 'capture'], ['debut', 'year']]	[['Spider-Man', 'PG-13'], ['snatched', 'went', 'take'], ['weekend']]
1	314162	314661	[['agents'], ['entered'], ['clubs', 'Cheetah', 'Jaguars', 'Galardi', 'Enterprises', 'office', 'bar', 'pool', 'hall', 'downtown', 'Las', 'Vegas']]	[['agents'], ['stormed'], ['clubs', 'Cheetah', 'Jaguars', 'Galardi', 'Enterprises', 'office', 'bar', 'downtown']]
0	2371383	2371261	[['announcements'], ['were', 'made'], ['International', 'Broadcasting', 'Convention', 'IBC', 'Amsterdam']]	[]
1	3444065	3444032	[['agency'], ['release'], ['data', 'period', 'Dec.', 'today']]	[['CDC'], ['is', 'releasing'], ['data', 'period', 'Dec.', 'today']]
1	684848	684557	[[], ['looked', 'shouted', 'is'], ['lawyers', 'God', 'times']]	[]
1	654227	654356	[['IBM'], ['said', 'believes', 'arose', 'sells'], ['investigation', 'SEC', 'investigation', 'customer', 'IBM', 'Retail', 'Store', 'Solutions', 'unit', 'markets', 'products']]	[['company'], ['added', 'believes', 'arises'], ['IBM', 'investigation', 'investigation', 'SEC', 'customer', 'IBM', 'Retail', 'Store', 'Solutions', 'unit']]
1	2992682	2992869	[[], ['think', 'are', 'engaged', 'is', 'get', 'want'], ['diplomacy', 'sort', 'course', 'result']]	[['Mr.', 'Snow'], ['said'], []]
1	3036166	3036117	[['Bush'], ['said'], []]	[[], ['want', 'know', 'is', 'is', 'being', 'expedited', 'made'], ['help']]
1	2009633	2008963	[['Perry'], ['has', 'called', 'try'], ['sessions', 'force', 'redistricting', 'plan']]	[['Texas', 'Gov.', 'Rick', 'Perry'], ['has', 'called', 'trying', 'push'], ['sessions', 'measure']]
0	392080	392190	[['Nasdaq', 'Composite', 'Index', 'IXIC'], ['lost'], ['points', 'percent']]	[['Nasdaq', 'Telecommunications', 'Index'], ['rose'], ['percent']]
1	2491734	2491748	[['difference'], ['is', 'called', 'is'], ['something', 'tuner', 'piece', 'equipment']]	[['difference'], ['is'], ['tuner', 'piece', 'electronics']]
1	450437	450533	[[], ['flew', 'had'], ['sun', 'sense', 'time']]	[[], ['flew', 'having', 'lost'], ['sun', 'sense', 'time']]
1	1793609	1793547	[[], ['said', 'organized', 'operating'], ['network', 'associates', 'dozen', 'states']]	[['Agents'], ['described', 'organized', 'operating'], ['Carlow', 'player', 'network', 'associates', 'dozen', 'states']]
1	670712	670500	[['David', 'Jones'], ['pay', 'take'], ['Foodchain', 'leases']]	[['DJs'], ['pay', 'take'], ['homewares', 'furniture', 'group', 'Freedom', 'Foodchain', 'store', 'leases']]
0	1705277	1704990	[['Mr.', 'Weill', 'workaholic'], ['said', 'planned', 'remain', 'involved'], ['company']]	[['Mr.', 'Weill'], ['remain'], ['power', 'company']]
1	1590753	1590946	[['Tisha', 'Kresler', 'spokeswoman', 'Crossing'], ['declined', 'comment'], []]	[['Crossing', 'representative'], ['had'], ['comment']]
